Name,UIN,Status,Job Title,Department,Hire Year,Permissions,Permission last accessed,Last Recertification Date,Previous role,Access Risk level,Can be automatically recertified,Needs human review,Recertification Frequency 
Jordan Martinez,189160208,Faculty,Professor,Physics,2018,Gradescope,04/13/2025 15:40:31,11/10/24 0:00:00,Assistant Professor,0.36,no,no,Bianually
Jordan Martinez,189160208,Faculty,Professor,Physics,2018,Physix Data Core,04/12/2025 15:40:31,11/25/24 0:00:00,,0.39,yes,no,Anually
Alex Smith,183656806,Faculty,Professor,Physics,2021,Blackboard,04/20/2025 15:40:31,07/24/24 0:00:00,,0.18,no,no,Bianually
Alex Smith,183656806,Faculty,Professor,Physics,2021,Gradescope,03/22/2025 15:40:31,08/16/24 0:00:00,Assistant Professor,0.65,no,yes,Anually
Alex Smith,183656806,Faculty,Professor,Physics,2021,Physix Data Core,04/14/2025 15:40:31,12/06/24 0:00:00,,0.38,yes,no,Anually
Morgan Smith,146259800,Graduate Student,Research Assistant,Library,2023,Library Research Vault,04/12/2025 15:40:31,09/01/24 0:00:00,Teaching Assistant,0.12,yes,no,Bianually
Morgan Smith,146259800,Graduate Student,Research Assistant,Library,2023,GSuite,04/03/2025 15:40:31,12/16/24 0:00:00,,0.3,yes,no,Bianually
Morgan Brown,118136226,Staff,HR Coordinator,Physics,2023,HR Portal,04/15/2025 15:40:31,07/01/24 0:00:00,,0.47,yes,no,Anually
Morgan Brown,118136226,Staff,HR Coordinator,Physics,2023,Employee Records Access,04/18/2025 15:40:31,11/07/24 0:00:00,,0.58,yes,no,Anually
Jordan Martinez,185522585,Staff,Building Manager,IT,2019,Building Access,03/22/2025 15:40:31,09/15/24 0:00:00,,0.39,yes,no,Bianually
Jordan Martinez,185522585,Staff,Building Manager,IT,2019,Maintenance System,03/25/2025 15:40:31,10/27/24 0:00:00,Financial Aid Officer,0.55,no,yes,Anually
Morgan Smith,150027735,Faculty,Assistant Professor,Library,2019,Blackboard,03/23/2025 15:40:31,12/08/24 0:00:00,Associate Professor,0.58,no,yes,Anually
Morgan Smith,150027735,Faculty,Assistant Professor,Library,2019,Gradescope,03/31/2025 15:40:31,07/01/24 0:00:00,,0.76,no,no,Bianually
Morgan Smith,150027735,Faculty,Assistant Professor,Library,2019,Library Research Vault,04/07/2025 15:40:31,12/27/24 0:00:00,Assistant Professor,0.52,yes,yes,Bianually
Cameron Brown,184154139,Graduate Student,Teaching Assistant,Library,2023,Gradescope,04/15/2025 15:40:31,09/27/24 0:00:00,,0.78,yes,no,Anually
Cameron Brown,184154139,Graduate Student,Teaching Assistant,Library,2023,Course Management System,04/17/2025 15:40:31,09/06/24 0:00:00,Teaching Assistant,0.89,no,yes,Anually
Alex Smith,181728232,Faculty,Professor,Library,2024,Blackboard,03/23/2025 15:40:31,08/29/24 0:00:00,Professor,0.71,yes,no,Anually
Alex Smith,181728232,Faculty,Professor,Library,2024,Gradescope,04/07/2025 15:40:31,11/01/24 0:00:00,,0.19,yes,no,Anually
Alex Smith,181728232,Faculty,Professor,Library,2024,Library Research Vault,04/15/2025 15:40:31,11/21/24 0:00:00,,0.36,yes,yes,Anually
Taylor Lee,119146348,Graduate Student,Research Assistant,Library,2023,Library Research Vault,03/30/2025 15:40:31,07/13/24 0:00:00,,0.46,no,yes,Bianually
Taylor Lee,119146348,Graduate Student,Research Assistant,Library,2023,GSuite,03/27/2025 15:40:31,07/06/24 0:00:00,Research Assistant,0.19,yes,yes,Bianually
Jamie Garcia,164179575,Faculty,Associate Professor,Biology,2019,Blackboard,03/22/2025 15:40:31,07/21/24 0:00:00,,0.41,yes,yes,Anually
Jamie Garcia,164179575,Faculty,Associate Professor,Biology,2019,Gradescope,04/15/2025 15:40:31,10/02/24 0:00:00,,0.8,yes,no,Anually
Jamie Garcia,164179575,Faculty,Associate Professor,Biology,2019,BioData Central,04/07/2025 15:40:31,08/14/24 0:00:00,,0.17,no,no,Bianually
Cameron Garcia,117491510,Staff,HR Coordinator,Human Resources,2020,HR Portal,03/28/2025 15:40:31,09/25/24 0:00:00,,0.61,yes,no,Anually
Cameron Garcia,117491510,Staff,HR Coordinator,Human Resources,2020,Employee Records Access,04/11/2025 15:40:31,07/17/24 0:00:00,HR Coordinator,0.35,no,no,Anually
Cameron Lee,102565892,Faculty,Assistant Professor,Chemistry,2022,Blackboard,04/05/2025 15:40:31,10/13/24 0:00:00,,0.29,yes,yes,Anually
Cameron Lee,102565892,Faculty,Assistant Professor,Chemistry,2022,Gradescope,03/26/2025 15:40:31,12/06/24 0:00:00,,0.48,yes,no,Anually
Cameron Lee,102565892,Faculty,Assistant Professor,Chemistry,2022,ChemResearch Archive,04/03/2025 15:40:31,10/09/24 0:00:00,,0.56,yes,no,Bianually
Cameron Brown,193606289,Graduate Student,Research Assistant,Library,2024,Library Research Vault,03/29/2025 15:40:31,08/17/24 0:00:00,Teaching Assistant,0.28,yes,yes,Anually
Cameron Brown,193606289,Graduate Student,Research Assistant,Library,2024,GSuite,03/29/2025 15:40:31,11/19/24 0:00:00,,0.62,no,yes,Bianually
Morgan Johnson,187558280,Graduate Student,Teaching Assistant,Human Resources,2022,Gradescope,04/13/2025 15:40:31,12/26/24 0:00:00,Research Assistant,0.68,yes,yes,Anually
Morgan Johnson,187558280,Graduate Student,Teaching Assistant,Human Resources,2022,Course Management System,04/03/2025 15:40:31,10/15/24 0:00:00,Research Assistant,0.86,yes,no,Bianually
Jordan Martinez,121224698,Staff,Financial Aid Officer,Biology,2018,Financial Aid System,04/02/2025 15:40:31,08/08/24 0:00:00,,0.34,no,no,Anually
Jordan Martinez,121224698,Staff,Financial Aid Officer,Biology,2018,Student Financial Records,04/15/2025 15:40:31,11/07/24 0:00:00,,0.5,no,no,Anually
Morgan Martinez,166826853,Undergraduate Student,Library Assistant,Physics,2024,Library System Access,03/28/2025 15:40:31,11/23/24 0:00:00,,0.71,yes,yes,Anually
Morgan Martinez,166826853,Undergraduate Student,Library Assistant,Physics,2024,GSuite,04/01/2025 15:40:31,11/16/24 0:00:00,,0.25,yes,yes,Bianually
Cameron Lee,126823928,Staff,Building Manager,Library,2022,Building Access,04/01/2025 15:40:31,09/23/24 0:00:00,HR Coordinator,0.38,no,no,Anually
Cameron Lee,126823928,Staff,Building Manager,Library,2022,Maintenance System,04/02/2025 15:40:31,09/25/24 0:00:00,,0.8,yes,yes,Anually
Taylor Martinez,172690520,Staff,Financial Aid Officer,Library,2024,Financial Aid System,04/16/2025 15:40:31,07/08/24 0:00:00,Financial Aid Officer,0.63,no,yes,Anually
Taylor Martinez,172690520,Staff,Financial Aid Officer,Library,2024,Student Financial Records,04/09/2025 15:40:31,07/16/24 0:00:00,IT Support,0.46,yes,no,Bianually
Alex Johnson,158200972,Faculty,Associate Professor,Engineering,2020,Blackboard,04/20/2025 15:40:31,09/01/24 0:00:00,Assistant Professor,0.73,yes,no,Bianually
Alex Johnson,158200972,Faculty,Associate Professor,Engineering,2020,Gradescope,04/10/2025 15:40:31,06/26/24 0:00:00,Associate Professor,0.45,no,no,Anually
Alex Johnson,158200972,Faculty,Associate Professor,Engineering,2020,EngiData Repository,03/29/2025 15:40:31,08/13/24 0:00:00,Assistant Professor,0.52,yes,no,Bianually
Cameron Martinez,144845803,Graduate Student,Teaching Assistant,Human Resources,2018,Gradescope,03/27/2025 15:40:31,11/30/24 0:00:00,Teaching Assistant,0.39,no,no,Bianually
Cameron Martinez,144845803,Graduate Student,Teaching Assistant,Human Resources,2018,Course Management System,04/02/2025 15:40:31,10/18/24 0:00:00,,0.27,yes,yes,Anually
Jamie Lee,163683514,Undergraduate Student,Library Assistant,IT,2022,Library System Access,04/04/2025 15:40:31,12/06/24 0:00:00,,0.79,yes,no,Bianually
Jamie Lee,163683514,Undergraduate Student,Library Assistant,IT,2022,GSuite,04/19/2025 15:40:31,06/28/24 0:00:00,,0.36,no,yes,Anually
Jordan Johnson,137390022,Graduate Student,Research Assistant,Biology,2018,BioData Central,04/11/2025 15:40:31,08/08/24 0:00:00,,0.54,no,no,Anually
Jordan Johnson,137390022,Graduate Student,Research Assistant,Biology,2018,GSuite,04/17/2025 15:40:31,11/18/24 0:00:00,Teaching Assistant,0.13,yes,yes,Anually
Taylor Johnson,177803588,Graduate Student,Teaching Assistant,Finance,2023,Gradescope,04/07/2025 15:40:31,10/21/24 0:00:00,,0.11,no,no,Bianually
Taylor Johnson,177803588,Graduate Student,Teaching Assistant,Finance,2023,Course Management System,03/31/2025 15:40:31,08/08/24 0:00:00,,0.36,yes,yes,Bianually
Alex Brown,127612789,Faculty,Assistant Professor,Engineering,2018,Blackboard,03/27/2025 15:40:31,12/23/24 0:00:00,,0.49,no,yes,Anually
Alex Brown,127612789,Faculty,Assistant Professor,Engineering,2018,Gradescope,03/30/2025 15:40:31,09/15/24 0:00:00,,0.56,yes,no,Bianually
Alex Brown,127612789,Faculty,Assistant Professor,Engineering,2018,EngiData Repository,04/17/2025 15:40:31,09/01/24 0:00:00,,0.93,no,yes,Bianually
Taylor Brown,127198275,Staff,Financial Aid Officer,Engineering,2021,Financial Aid System,03/31/2025 15:40:31,11/10/24 0:00:00,,0.52,no,yes,Bianually
Taylor Brown,127198275,Staff,Financial Aid Officer,Engineering,2021,Student Financial Records,03/22/2025 15:40:31,07/10/24 0:00:00,,0.18,no,yes,Bianually
Taylor Garcia,180053204,Undergraduate Student,Library Assistant,Library,2021,Library System Access,03/31/2025 15:40:31,10/04/24 0:00:00,,0.44,yes,yes,Anually
Taylor Garcia,180053204,Undergraduate Student,Library Assistant,Library,2021,GSuite,04/15/2025 15:40:31,01/09/25 0:00:00,,0.55,no,no,Bianually
Jamie Martinez,103310271,Faculty,Assistant Professor,Mathematics,2021,Blackboard,04/10/2025 15:40:31,07/10/24 0:00:00,Associate Professor,0.29,no,yes,Anually
Jamie Martinez,103310271,Faculty,Assistant Professor,Mathematics,2021,Gradescope,03/23/2025 15:40:31,07/21/24 0:00:00,,0.43,yes,no,Bianually
Jamie Martinez,103310271,Faculty,Assistant Professor,Mathematics,2021,MathNet Research DB,04/01/2025 15:40:31,10/10/24 0:00:00,,0.31,no,no,Anually
Jordan Martinez,196126706,Faculty,Professor,Chemistry,2020,Blackboard,04/20/2025 15:40:31,09/25/24 0:00:00,Professor,0.41,yes,yes,Bianually
Jordan Martinez,196126706,Faculty,Professor,Chemistry,2020,Gradescope,03/24/2025 15:40:31,07/10/24 0:00:00,,0.55,yes,yes,Anually
Jordan Martinez,196126706,Faculty,Professor,Chemistry,2020,ChemResearch Archive,03/23/2025 15:40:31,10/13/24 0:00:00,,0.19,yes,no,Bianually
Cameron Brown,150049282,Staff,HR Coordinator,Engineering,2022,HR Portal,03/22/2025 15:40:31,07/09/24 0:00:00,,0.21,no,no,Bianually
Cameron Brown,150049282,Staff,HR Coordinator,Engineering,2022,Employee Records Access,04/19/2025 15:40:31,10/29/24 0:00:00,,0.45,yes,yes,Anually
Casey Martinez,108031990,Faculty,Associate Professor,Human Resources,2021,Blackboard,04/12/2025 15:40:31,06/25/24 0:00:00,,0.64,no,no,Bianually
Casey Martinez,108031990,Faculty,Associate Professor,Human Resources,2021,Gradescope,04/10/2025 15:40:31,12/21/24 0:00:00,,0.42,yes,yes,Bianually
Casey Martinez,108031990,Faculty,Associate Professor,Human Resources,2021,HR Research Repository,03/28/2025 15:40:31,01/06/25 0:00:00,,0.89,yes,no,Anually
Jordan Brown,107595431,Graduate Student,Teaching Assistant,IT,2021,Gradescope,04/11/2025 15:40:31,11/03/24 0:00:00,Teaching Assistant,0.73,no,yes,Bianually
Jordan Brown,107595431,Graduate Student,Teaching Assistant,IT,2021,Course Management System,04/12/2025 15:40:31,01/07/25 0:00:00,,0.45,yes,yes,Anually
Cameron Johnson,190153097,Graduate Student,Research Assistant,Human Resources,2021,HR Research Repository,04/13/2025 15:40:31,11/07/24 0:00:00,,0.41,yes,yes,Bianually
Cameron Johnson,190153097,Graduate Student,Research Assistant,Human Resources,2021,GSuite,04/11/2025 15:40:31,01/11/25 0:00:00,,0.45,no,yes,Anually
Cameron Lee,162957994,Staff,Financial Aid Officer,Biology,2022,Financial Aid System,04/07/2025 15:40:31,08/11/24 0:00:00,,0.39,yes,yes,Bianually
Cameron Lee,162957994,Staff,Financial Aid Officer,Biology,2022,Student Financial Records,04/05/2025 15:40:31,06/29/24 0:00:00,,0.37,no,no,Bianually
Jordan Martinez,103981922,Faculty,Professor,Library,2021,Blackboard,04/07/2025 15:40:31,10/10/24 0:00:00,,0.72,yes,no,Anually
Jordan Martinez,103981922,Faculty,Professor,Library,2021,Gradescope,03/24/2025 15:40:31,01/06/25 0:00:00,,0.71,yes,yes,Bianually
Jordan Martinez,103981922,Faculty,Professor,Library,2021,Library Research Vault,03/30/2025 15:40:31,10/14/24 0:00:00,Professor,0.39,no,yes,Anually
Jamie Johnson,197996257,Faculty,Associate Professor,Finance,2019,Blackboard,04/09/2025 15:40:31,08/22/24 0:00:00,,0.75,no,yes,Bianually
Jamie Johnson,197996257,Faculty,Associate Professor,Finance,2019,Gradescope,04/09/2025 15:40:31,07/18/24 0:00:00,Professor,0.71,no,no,Bianually
Jamie Johnson,197996257,Faculty,Associate Professor,Finance,2019,EconoResearch Portal,04/13/2025 15:40:31,10/18/24 0:00:00,Associate Professor,0.7,yes,yes,Anually
Morgan Martinez,149614515,Faculty,Assistant Professor,Physics,2023,Blackboard,03/30/2025 15:40:31,06/26/24 0:00:00,Associate Professor,0.09,no,yes,Bianually
Morgan Martinez,149614515,Faculty,Assistant Professor,Physics,2023,Gradescope,04/04/2025 15:40:31,09/19/24 0:00:00,,0.3,no,no,Bianually
Morgan Martinez,149614515,Faculty,Assistant Professor,Physics,2023,Physix Data Core,03/22/2025 15:40:31,07/14/24 0:00:00,,0.69,yes,no,Anually
Taylor Garcia,102570206,Faculty,Assistant Professor,Chemistry,2022,Blackboard,03/24/2025 15:40:31,11/04/24 0:00:00,,0.34,yes,yes,Anually
Taylor Garcia,102570206,Faculty,Assistant Professor,Chemistry,2022,Gradescope,04/02/2025 15:40:31,12/13/24 0:00:00,Associate Professor,0.64,yes,no,Bianually
Taylor Garcia,102570206,Faculty,Assistant Professor,Chemistry,2022,ChemResearch Archive,03/23/2025 15:40:31,10/07/24 0:00:00,,0.07,yes,no,Anually
Jamie Garcia,141060995,Faculty,Professor,Computer Science,2024,Blackboard,04/15/2025 15:40:31,09/21/24 0:00:00,,0.55,yes,yes,Anually
Jamie Garcia,141060995,Faculty,Professor,Computer Science,2024,Gradescope,03/27/2025 15:40:31,07/23/24 0:00:00,,0.42,no,no,Anually
Jamie Garcia,141060995,Faculty,Professor,Computer Science,2024,CompSci Research Hub,04/08/2025 15:40:31,09/18/24 0:00:00,,0.64,yes,no,Anually
Alex Martinez,150787298,Staff,HR Coordinator,Computer Science,2020,HR Portal,04/03/2025 15:40:31,11/13/24 0:00:00,Financial Aid Officer,0.75,no,no,Anually
Alex Martinez,150787298,Staff,HR Coordinator,Computer Science,2020,Employee Records Access,03/26/2025 15:40:31,08/16/24 0:00:00,,0.62,no,no,Bianually
Morgan Garcia,155687484,Staff,IT Support,Library,2024,System Admin Portal,03/22/2025 15:40:31,09/06/24 0:00:00,Building Manager,0.89,yes,yes,Bianually
Morgan Garcia,155687484,Staff,IT Support,Library,2024,Network Access,04/19/2025 15:40:31,09/27/24 0:00:00,,0.54,no,yes,Bianually
Morgan Martinez,179766242,Staff,IT Support,IT,2023,System Admin Portal,04/10/2025 15:40:31,10/29/24 0:00:00,,0.81,yes,yes,Bianually
Morgan Martinez,179766242,Staff,IT Support,IT,2023,Network Access,04/03/2025 15:40:31,11/11/24 0:00:00,,0.47,no,yes,Bianually
Cameron Brown,114450997,Staff,IT Support,Mathematics,2022,System Admin Portal,04/04/2025 15:40:31,09/10/24 0:00:00,,0.86,yes,no,Anually
Cameron Brown,114450997,Staff,IT Support,Mathematics,2022,Network Access,04/14/2025 15:40:31,12/30/24 0:00:00,,0.4,no,yes,Anually
Morgan Smith,107375866,Graduate Student,Teaching Assistant,Physics,2021,Gradescope,04/14/2025 15:40:31,09/17/24 0:00:00,,0.26,yes,no,Bianually
Morgan Smith,107375866,Graduate Student,Teaching Assistant,Physics,2021,Course Management System,04/05/2025 15:40:31,11/22/24 0:00:00,,0.48,no,yes,Anually
Taylor Lee,119255168,Undergraduate Student,Lab Assistant,Finance,2018,Building Access,04/07/2025 15:40:31,12/06/24 0:00:00,Peer Tutor,0.29,no,yes,Bianually
Taylor Lee,119255168,Undergraduate Student,Lab Assistant,Finance,2018,Lab Equipment Reservation,03/22/2025 15:40:31,10/08/24 0:00:00,,0.36,yes,yes,Anually
Cameron Lee,154672395,Undergraduate Student,Peer Tutor,Physics,2024,Gradescope,04/02/2025 15:40:31,11/06/24 0:00:00,,0.65,yes,no,Bianually
Cameron Lee,154672395,Undergraduate Student,Peer Tutor,Physics,2024,Blackboard,04/07/2025 15:40:31,07/25/24 0:00:00,Library Assistant,0.56,no,yes,Anually
Jamie Brown,144226368,Staff,Building Manager,Physics,2019,Building Access,03/25/2025 15:40:31,07/08/24 0:00:00,,0.56,yes,no,Bianually
Jamie Brown,144226368,Staff,Building Manager,Physics,2019,Maintenance System,04/13/2025 15:40:31,08/26/24 0:00:00,,0.72,no,no,Anually
Casey Smith,117287260,Staff,Building Manager,Human Resources,2024,Building Access,04/17/2025 15:40:31,08/15/24 0:00:00,Financial Aid Officer,0.47,yes,yes,Bianually
Casey Smith,117287260,Staff,Building Manager,Human Resources,2024,Maintenance System,03/29/2025 15:40:31,08/12/24 0:00:00,,0.32,yes,yes,Anually
Cameron Smith,106719464,Faculty,Associate Professor,Biology,2018,Blackboard,04/04/2025 15:40:31,11/14/24 0:00:00,Professor,0.46,no,no,Anually
Cameron Smith,106719464,Faculty,Associate Professor,Biology,2018,Gradescope,04/11/2025 15:40:31,09/26/24 0:00:00,Associate Professor,0.76,yes,no,Anually
Cameron Smith,106719464,Faculty,Associate Professor,Biology,2018,BioData Central,03/23/2025 15:40:31,12/07/24 0:00:00,,0.93,no,no,Bianually
Alex Lee,130851661,Undergraduate Student,Library Assistant,Finance,2021,Library System Access,04/15/2025 15:40:31,09/28/24 0:00:00,Lab Assistant,0.51,no,yes,Bianually
Alex Lee,130851661,Undergraduate Student,Library Assistant,Finance,2021,GSuite,04/19/2025 15:40:31,12/26/24 0:00:00,Library Assistant,0.15,yes,no,Anually
Taylor Garcia,116094558,Undergraduate Student,Library Assistant,Library,2024,Library System Access,04/09/2025 15:40:31,12/22/24 0:00:00,,0.61,no,no,Bianually
Taylor Garcia,116094558,Undergraduate Student,Library Assistant,Library,2024,GSuite,04/09/2025 15:40:31,01/04/25 0:00:00,,0.26,no,no,Bianually
Alex Martinez,199536891,Faculty,Professor,IT,2022,Blackboard,04/10/2025 15:40:31,06/29/24 0:00:00,,0.6,yes,yes,Bianually
Alex Martinez,199536891,Faculty,Professor,IT,2022,Gradescope,04/07/2025 15:40:31,09/15/24 0:00:00,,0.47,yes,no,Bianually
Alex Martinez,199536891,Faculty,Professor,IT,2022,Tech Infrastructure DB,04/17/2025 15:40:31,07/19/24 0:00:00,,0.47,yes,yes,Anually
Cameron Johnson,111874411,Staff,Financial Aid Officer,Biology,2021,Financial Aid System,03/29/2025 15:40:31,11/03/24 0:00:00,Building Manager,0.69,yes,no,Bianually
Cameron Johnson,111874411,Staff,Financial Aid Officer,Biology,2021,Student Financial Records,04/19/2025 15:40:31,12/03/24 0:00:00,,0.05,no,yes,Anually
Jordan Brown,170277622,Faculty,Assistant Professor,Chemistry,2019,Blackboard,04/18/2025 15:40:31,07/25/24 0:00:00,,0.63,no,no,Bianually
Jordan Brown,170277622,Faculty,Assistant Professor,Chemistry,2019,Gradescope,04/08/2025 15:40:31,09/20/24 0:00:00,Associate Professor,0.59,yes,yes,Bianually
Jordan Brown,170277622,Faculty,Assistant Professor,Chemistry,2019,ChemResearch Archive,04/05/2025 15:40:31,07/10/24 0:00:00,Assistant Professor,0.54,no,no,Bianually
Taylor Lee,177822185,Faculty,Assistant Professor,Biology,2021,Blackboard,03/23/2025 15:40:31,11/22/24 0:00:00,,0.41,no,yes,Bianually
Taylor Lee,177822185,Faculty,Assistant Professor,Biology,2021,Gradescope,03/24/2025 15:40:31,10/02/24 0:00:00,,0.91,no,no,Anually
Taylor Lee,177822185,Faculty,Assistant Professor,Biology,2021,BioData Central,04/07/2025 15:40:31,07/13/24 0:00:00,,0.14,yes,yes,Bianually
Taylor Garcia,179014321,Undergraduate Student,Lab Assistant,Finance,2018,Building Access,04/02/2025 15:40:31,07/31/24 0:00:00,,0.97,yes,no,Bianually
Taylor Garcia,179014321,Undergraduate Student,Lab Assistant,Finance,2018,Lab Equipment Reservation,03/25/2025 15:40:31,11/04/24 0:00:00,,0.9,no,yes,Bianually
Alex Garcia,128954773,Graduate Student,Research Assistant,Computer Science,2024,CompSci Research Hub,04/13/2025 15:40:31,12/05/24 0:00:00,,0.76,no,no,Bianually
Alex Garcia,128954773,Graduate Student,Research Assistant,Computer Science,2024,GSuite,04/04/2025 15:40:31,07/09/24 0:00:00,,0.26,yes,no,Bianually
Casey Johnson,124989195,Graduate Student,Research Assistant,Chemistry,2023,ChemResearch Archive,04/11/2025 15:40:31,08/21/24 0:00:00,Teaching Assistant,0.24,yes,yes,Anually
Casey Johnson,124989195,Graduate Student,Research Assistant,Chemistry,2023,GSuite,04/12/2025 15:40:31,09/14/24 0:00:00,,0.81,no,yes,Anually
Jordan Johnson,105465186,Faculty,Professor,Engineering,2024,Blackboard,04/03/2025 15:40:31,07/20/24 0:00:00,Professor,0.27,no,no,Anually
Jordan Johnson,105465186,Faculty,Professor,Engineering,2024,Gradescope,04/05/2025 15:40:31,10/02/24 0:00:00,,0.26,yes,yes,Anually
Jordan Johnson,105465186,Faculty,Professor,Engineering,2024,EngiData Repository,04/12/2025 15:40:31,10/01/24 0:00:00,,0.45,no,no,Bianually
Taylor Garcia,120383129,Staff,Financial Aid Officer,Chemistry,2023,Financial Aid System,04/13/2025 15:40:31,08/10/24 0:00:00,,0.45,yes,yes,Bianually
